time,Ca,Cu,CL_BoNet
1204.1,0.005923031,0.516760359,0.062082248
1204.125,0.005922898,0.516748798,0.062080859
1204.15,0.005922766,0.516737237,0.06207947
1204.175,0.005922633,0.516725677,0.062078081
1204.2,0.005922501,0.516714117,0.062076693
1204.225,0.005922368,0.516702557,0.062075304
1204.25,0.005922236,0.516690997,0.062073915
1204.275,0.005922103,0.516679437,0.062072526
1204.3,0.005921971,0.516667878,0.062071138
1204.325,0.005921838,0.516656319,0.062069749
1204.35,0.005921706,0.516644761,0.06206836
1204.375,0.005921573,0.516633202,0.062066972
1204.4,0.005921441,0.516621644,0.062065583
1204.425,0.005921308,0.516610086,0.062064195
1204.45,0.005921176,0.516598528,0.062062806
1204.475,0.005921043,0.516586971,0.062061418
1204.5,0.005920911,0.516575414,0.062060029
1204.525,0.005920778,0.516563857,0.062058641
1204.55,0.005920646,0.5165523,0.062057252
1204.575,0.005920513,0.516540744,0.062055864
1204.6,0.005920381,0.516529188,0.062054476
1204.625,0.005920248,0.516517632,0.062053087
1204.65,0.005920116,0.516506076,0.062051699
1204.675,0.005919984,0.516494521,0.062050311
1204.7,0.005919851,0.516482966,0.062048923
1204.725,0.005919719,0.516471411,0.062047535
1204.75,0.005919586,0.516459857,0.062046146
1204.775,0.005919454,0.516448302,0.062044758
1204.8,0.005919321,0.516436748,0.06204337
1204.825,0.005919189,0.516425194,0.062041982
1204.85,0.005919057,0.516413641,0.062040594
1204.875,0.005918924,0.516402088,0.062039206
1204.9,0.005918792,0.516390535,0.062037818
1204.925,0.005918659,0.516378982,0.06203643
1204.95,0.005918527,0.516367429,0.062035043
1204.975,0.005918394,0.516355877,0.062033655
1205,0.005918262,0.516344325,0.062032267
1205.025,0.00591813,0.516332774,0.062030879
1205.05,0.005917997,0.516321222,0.062029491
1205.075,0.005917865,0.516309671,0.062028104
1205.1,0.005917732,0.51629812,0.062026716
1205.125,0.0059176,0.516286569,0.062025328
1205.15,0.005917468,0.516275019,0.062023941
1205.175,0.005917335,0.516263469,0.062022553
1205.2,0.005917203,0.516251919,0.062021165
1205.225,0.005917071,0.516240369,0.062019778
1205.25,0.005916938,0.51622882,0.06201839
1205.275,0.005916806,0.516217271,0.062017003
1205.3,0.005916673,0.516205722,0.062015615
1205.325,0.005916541,0.516194173,0.062014228
1205.35,0.005916409,0.516182625,0.062012841
1205.375,0.005916276,0.516171077,0.062011453
1205.4,0.005916144,0.516159529,0.062010066
1205.425,0.005916012,0.516147981,0.062008679
1205.45,0.005915879,0.516136434,0.062007291
1205.475,0.005915747,0.516124887,0.062005904
1205.5,0.005915615,0.51611334,0.062004517
1205.525,0.005915482,0.516101794,0.06200313
1205.55,0.00591535,0.516090247,0.062001743
1205.575,0.005915218,0.516078701,0.062000355
1205.6,0.005915085,0.516067155,0.061998968
1205.625,0.005914953,0.51605561,0.061997581
1205.65,0.005914821,0.516044065,0.061996194
1205.675,0.005914688,0.51603252,0.061994807
1205.7,0.005914556,0.516020975,0.06199342
1205.725,0.005914424,0.516009431,0.061992033
1205.75,0.005914291,0.515997886,0.061990647
1205.775,0.005914159,0.515986342,0.06198926
1205.8,0.005914027,0.515974799,0.061987873
1205.825,0.005913894,0.515963255,0.061986486
1205.85,0.005913762,0.515951712,0.061985099
1205.875,0.00591363,0.515940169,0.061983713
1205.9,0.005913497,0.515928626,0.061982326
1205.925,0.005913365,0.515917084,0.061980939
1205.95,0.005913233,0.515905542,0.061979553
1205.975,0.0059131,0.515894,0.061978166
1206,0.005912968,0.515882458,0.061976779
1206.025,0.005912836,0.515870917,0.061975393
1206.05,0.005912704,0.515859376,0.061974006
1206.075,0.005912571,0.515847835,0.06197262
1206.1,0.005912439,0.515836294,0.061971233
1206.125,0.005912307,0.515824754,0.061969847
1206.15,0.005912175,0.515813214,0.06196846
1206.175,0.005912042,0.515801674,0.061967074
1206.2,0.00591191,0.515790134,0.061965688
1206.225,0.005911778,0.515778595,0.061964301
1206.25,0.005911645,0.515767056,0.061962915
1206.275,0.005911513,0.515755517,0.061961529
1206.3,0.005911381,0.515743979,0.061960143
1206.325,0.005911249,0.51573244,0.061958757
1206.35,0.005911116,0.515720902,0.06195737
1206.375,0.005910984,0.515709365,0.061955984
1206.4,0.005910852,0.515697827,0.061954598
1206.425,0.00591072,0.51568629,0.061953212
1206.45,0.005910588,0.515674753,0.061951826
1206.475,0.005910455,0.515663216,0.06195044
1206.5,0.005910323,0.51565168,0.061949054
1206.525,0.005910191,0.515640144,0.061947668
1206.55,0.005910059,0.515628608,0.061946282
1206.575,0.005909926,0.515617072,0.061944897
1206.6,0.005909794,0.515605536,0.061943511
1206.625,0.005909662,0.515594001,0.061942125
1206.65,0.00590953,0.515582466,0.061940739
1206.675,0.005909398,0.515570932,0.061939353
1206.7,0.005909265,0.515559397,0.061937968
1206.725,0.005909133,0.515547863,0.061936582
1206.75,0.005909001,0.515536329,0.061935196
1206.775,0.005908869,0.515524796,0.061933811
1206.8,0.005908737,0.515513262,0.061932425
1206.825,0.005908604,0.515501729,0.06193104
1206.85,0.005908472,0.515490196,0.061929654
1206.875,0.00590834,0.515478664,0.061928268
1206.9,0.005908208,0.515467131,0.061926883
1206.925,0.005908076,0.515455599,0.061925498
1206.95,0.005907943,0.515444067,0.061924112
1206.975,0.005907811,0.515432536,0.061922727
1207,0.005907679,0.515421004,0.061921341
1207.025,0.005907547,0.515409473,0.061919956
1207.05,0.005907415,0.515397943,0.061918571
1207.075,0.005907283,0.515386412,0.061917186
1207.1,0.00590715,0.515374882,0.0619158
1207.125,0.005907018,0.515363352,0.061914415
1207.15,0.005906886,0.515351822,0.06191303
1207.175,0.005906754,0.515340292,0.061911645
1207.2,0.005906622,0.515328763,0.06191026
1207.225,0.00590649,0.515317234,0.061908875
1207.25,0.005906358,0.515305705,0.06190749
1207.275,0.005906225,0.515294177,0.061906105
1207.3,0.005906093,0.515282649,0.06190472
1207.325,0.005905961,0.515271121,0.061903335
1207.35,0.005905829,0.515259593,0.06190195
1207.375,0.005905697,0.515248066,0.061900565
1207.4,0.005905565,0.515236539,0.06189918
1207.425,0.005905433,0.515225012,0.061897795
1207.45,0.005905301,0.515213485,0.061896411
1207.475,0.005905168,0.515201958,0.061895026
1207.5,0.005905036,0.515190432,0.061893641
1207.525,0.005904904,0.515178906,0.061892256
1207.55,0.005904772,0.515167381,0.061890872
1207.575,0.00590464,0.515155855,0.061889487
1207.6,0.005904508,0.51514433,0.061888103
1207.625,0.005904376,0.515132805,0.061886718
1207.65,0.005904244,0.515121281,0.061885333
1207.675,0.005904112,0.515109756,0.061883949
1207.7,0.00590398,0.515098232,0.061882564
1207.725,0.005903847,0.515086709,0.06188118
1207.75,0.005903715,0.515075185,0.061879796
1207.775,0.005903583,0.515063662,0.061878411
1207.8,0.005903451,0.515052139,0.061877027
1207.825,0.005903319,0.515040616,0.061875643
1207.85,0.005903187,0.515029093,0.061874258
1207.875,0.005903055,0.515017571,0.061872874
1207.9,0.005902923,0.515006049,0.06187149
1207.925,0.005902791,0.514994527,0.061870106
1207.95,0.005902659,0.514983006,0.061868721
1207.975,0.005902527,0.514971484,0.061867337
1208,0.005902395,0.514959963,0.061865953
1208.025,0.005902263,0.514948443,0.061864569
1208.05,0.005902131,0.514936922,0.061863185
1208.075,0.005901999,0.514925402,0.061861801
1208.1,0.005901867,0.514913882,0.061860417
1208.125,0.005901734,0.514902362,0.061859033
1208.15,0.005901602,0.514890843,0.061857649
1208.175,0.00590147,0.514879324,0.061856265
1208.2,0.005901338,0.514867805,0.061854881
1208.225,0.005901206,0.514856286,0.061853498
1208.25,0.005901074,0.514844768,0.061852114
1208.275,0.005900942,0.514833249,0.06185073
1208.3,0.00590081,0.514821731,0.061849346
1208.325,0.005900678,0.514810214,0.061847963
1208.35,0.005900546,0.514798696,0.061846579
1208.375,0.005900414,0.514787179,0.061845195
1208.4,0.005900282,0.514775662,0.061843812
1208.425,0.00590015,0.514764146,0.061842428
1208.45,0.005900018,0.514752629,0.061841045
1208.475,0.005899886,0.514741113,0.061839661
1208.5,0.005899754,0.514729598,0.061838278
1208.525,0.005899622,0.514718082,0.061836894
1208.55,0.00589949,0.514706567,0.061835511
1208.575,0.005899358,0.514695052,0.061834127
1208.6,0.005899226,0.514683537,0.061832744
1208.625,0.005899094,0.514672022,0.061831361
1208.65,0.005898962,0.514660508,0.061829977
1208.675,0.00589883,0.514648994,0.061828594
1208.7,0.005898698,0.51463748,0.061827211
1208.725,0.005898566,0.514625966,0.061825828
1208.75,0.005898435,0.514614453,0.061824445
1208.775,0.005898303,0.51460294,0.061823061
1208.8,0.005898171,0.514591427,0.061821678
1208.825,0.005898039,0.514579915,0.061820295
1208.85,0.005897907,0.514568403,0.061818912
1208.875,0.005897775,0.514556891,0.061817529
1208.9,0.005897643,0.514545379,0.061816146
1208.925,0.005897511,0.514533868,0.061814763
1208.95,0.005897379,0.514522356,0.06181338
1208.975,0.005897247,0.514510845,0.061811997
1209,0.005897115,0.514499335,0.061810614
1209.025,0.005896983,0.514487824,0.061809232
1209.05,0.005896851,0.514476314,0.061807849
1209.075,0.005896719,0.514464804,0.061806466
1209.1,0.005896587,0.514453294,0.061805083
1209.125,0.005896455,0.514441785,0.061803701
1209.15,0.005896323,0.514430276,0.061802318
1209.175,0.005896192,0.514418767,0.061800935
1209.2,0.00589606,0.514407258,0.061799553
1209.225,0.005895928,0.51439575,0.06179817
1209.25,0.005895796,0.514384242,0.061796788
1209.275,0.005895664,0.514372734,0.061795405
1209.3,0.005895532,0.514361226,0.061794022
1209.325,0.0058954,0.514349719,0.06179264
1209.35,0.005895268,0.514338212,0.061791258
1209.375,0.005895136,0.514326705,0.061789875
1209.4,0.005895004,0.514315199,0.061788493
1209.425,0.005894873,0.514303692,0.06178711
1209.45,0.005894741,0.514292186,0.061785728
1209.475,0.005894609,0.51428068,0.061784346
1209.5,0.005894477,0.514269175,0.061782964
1209.525,0.005894345,0.51425767,0.061781581
1209.55,0.005894213,0.514246165,0.061780199
1209.575,0.005894081,0.51423466,0.061778817
1209.6,0.00589395,0.514223155,0.061777435
1209.625,0.005893818,0.514211651,0.061776053
1209.65,0.005893686,0.514200147,0.061774671
1209.675,0.005893554,0.514188643,0.061773289
1209.7,0.005893422,0.51417714,0.061771907
1209.725,0.00589329,0.514165637,0.061770525
1209.75,0.005893158,0.514154134,0.061769143
1209.775,0.005893027,0.514142631,0.061767761
1209.8,0.005892895,0.514131128,0.061766379
1209.825,0.005892763,0.514119626,0.061764997
1209.85,0.005892631,0.514108124,0.061763615
1209.875,0.005892499,0.514096623,0.061762234
1209.9,0.005892367,0.514085121,0.061760852
1209.925,0.005892236,0.51407362,0.06175947
1209.95,0.005892104,0.514062119,0.061758089
1209.975,0.005891972,0.514050618,0.061756707
1210,0.00589184,0.514039118,0.061755325
1210.025,0.005891708,0.514027618,0.061753944
1210.05,0.005891576,0.514016118,0.061752562
1210.075,0.005891445,0.514004618,0.061751181
1210.1,0.005891313,0.513993119,0.061749799
1210.125,0.005891181,0.51398162,0.061748418
1210.15,0.005891049,0.513970121,0.061747036
1210.175,0.005890917,0.513958622,0.061745655
1210.2,0.005890786,0.513947124,0.061744273
1210.225,0.005890654,0.513935626,0.061742892
1210.25,0.005890522,0.513924128,0.061741511
1210.275,0.00589039,0.513912631,0.061740129
1210.3,0.005890259,0.513901133,0.061738748
1210.325,0.005890127,0.513889636,0.061737367
1210.35,0.005889995,0.513878139,0.061735986
1210.375,0.005889863,0.513866643,0.061734605
1210.4,0.005889731,0.513855147,0.061733223
1210.425,0.0058896,0.513843651,0.061731842
1210.45,0.005889468,0.513832155,0.061730461
1210.475,0.005889336,0.513820659,0.06172908
1210.5,0.005889204,0.513809164,0.061727699
1210.525,0.005889073,0.513797669,0.061726318
1210.55,0.005888941,0.513786174,0.061724937
1210.575,0.005888809,0.51377468,0.061723556
1210.6,0.005888677,0.513763186,0.061722175
1210.625,0.005888546,0.513751692,0.061720795
1210.65,0.005888414,0.513740198,0.061719414
1210.675,0.005888282,0.513728705,0.061718033
1210.7,0.00588815,0.513717211,0.061716652
1210.725,0.005888019,0.513705718,0.061715271
1210.75,0.005887887,0.513694226,0.061713891
1210.775,0.005887755,0.513682733,0.06171251
1210.8,0.005887624,0.513671241,0.061711129
1210.825,0.005887492,0.513659749,0.061709749
1210.85,0.00588736,0.513648258,0.061708368
1210.875,0.005887228,0.513636766,0.061706988
1210.9,0.005887097,0.513625275,0.061705607
1210.925,0.005886965,0.513613784,0.061704227
1210.95,0.005886833,0.513602294,0.061702846
1210.975,0.005886702,0.513590803,0.061701466
1211,0.00588657,0.513579313,0.061700085
1211.025,0.005886438,0.513567823,0.061698705
1211.05,0.005886306,0.513556334,0.061697325
1211.075,0.005886175,0.513544844,0.061695944
1211.1,0.005886043,0.513533355,0.061694564
1211.125,0.005885911,0.513521866,0.061693184
1211.15,0.00588578,0.513510378,0.061691804
1211.175,0.005885648,0.513498889,0.061690424
1211.2,0.005885516,0.513487401,0.061689043
1211.225,0.005885385,0.513475914,0.061687663
1211.25,0.005885253,0.513464426,0.061686283
1211.275,0.005885121,0.513452939,0.061684903
1211.3,0.00588499,0.513441452,0.061683523
1211.325,0.005884858,0.513429965,0.061682143
1211.35,0.005884726,0.513418479,0.061680763
1211.375,0.005884595,0.513406992,0.061679383
1211.4,0.005884463,0.513395506,0.061678003
1211.425,0.005884331,0.513384021,0.061676624
1211.45,0.0058842,0.513372535,0.061675244
1211.475,0.005884068,0.51336105,0.061673864
1211.5,0.005883937,0.513349565,0.061672484
1211.525,0.005883805,0.51333808,0.061671104
1211.55,0.005883673,0.513326596,0.061669725
1211.575,0.005883542,0.513315111,0.061668345
1211.6,0.00588341,0.513303628,0.061666965
1211.625,0.005883278,0.513292144,0.061665586
1211.65,0.005883147,0.51328066,0.061664206
1211.675,0.005883015,0.513269177,0.061662827
1211.7,0.005882884,0.513257694,0.061661447
1211.725,0.005882752,0.513246212,0.061660068
1211.75,0.00588262,0.513234729,0.061658688
1211.775,0.005882489,0.513223247,0.061657309
1211.8,0.005882357,0.513211765,0.061655929
1211.825,0.005882226,0.513200284,0.06165455
1211.85,0.005882094,0.513188802,0.06165317
1211.875,0.005881962,0.513177321,0.061651791
1211.9,0.005881831,0.51316584,0.061650412
1211.925,0.005881699,0.51315436,0.061649033
1211.95,0.005881568,0.513142879,0.061647653
1211.975,0.005881436,0.513131399,0.061646274
1212,0.005881304,0.513119919,0.061644895
1212.025,0.005881173,0.51310844,0.061643516
1212.05,0.005881041,0.51309696,0.061642137
1212.075,0.00588091,0.513085481,0.061640758
1212.1,0.005880778,0.513074003,0.061639379
1212.125,0.005880647,0.513062524,0.061638
1212.15,0.005880515,0.513051046,0.061636621
1212.175,0.005880383,0.513039568,0.061635242
1212.2,0.005880252,0.51302809,0.061633863
1212.225,0.00588012,0.513016612,0.061632484
1212.25,0.005879989,0.513005135,0.061631105
1212.275,0.005879857,0.512993658,0.061629726
1212.3,0.005879726,0.512982181,0.061628348
1212.325,0.005879594,0.512970705,0.061626969
1212.35,0.005879463,0.512959229,0.06162559
1212.375,0.005879331,0.512947753,0.061624211
1212.4,0.0058792,0.512936277,0.061622833
1212.425,0.005879068,0.512924802,0.061621454
1212.45,0.005878936,0.512913326,0.061620076
1212.475,0.005878805,0.512901851,0.061618697
1212.5,0.005878673,0.512890377,0.061617318
1212.525,0.005878542,0.512878902,0.06161594
1212.55,0.00587841,0.512867428,0.061614561
1212.575,0.005878279,0.512855954,0.061613183
1212.6,0.005878147,0.51284448,0.061611805
1212.625,0.005878016,0.512833007,0.061610426
1212.65,0.005877884,0.512821534,0.061609048
1212.675,0.005877753,0.512810061,0.06160767
1212.7,0.005877621,0.512798588,0.061606291
1212.725,0.00587749,0.512787116,0.061604913
1212.75,0.005877358,0.512775644,0.061603535
1212.775,0.005877227,0.512764172,0.061602157
1212.8,0.005877095,0.5127527,0.061600778
1212.825,0.005876964,0.512741229,0.0615994
1212.85,0.005876832,0.512729758,0.061598022
1212.875,0.005876701,0.512718287,0.061596644
1212.9,0.005876569,0.512706816,0.061595266
1212.925,0.005876438,0.512695346,0.061593888
1212.95,0.005876307,0.512683876,0.06159251
1212.975,0.005876175,0.512672406,0.061591132
1213,0.005876044,0.512660937,0.061589754
1213.025,0.005875912,0.512649467,0.061588376
1213.05,0.005875781,0.512637998,0.061586998
1213.075,0.005875649,0.512626529,0.061585621
1213.1,0.005875518,0.512615061,0.061584243
1213.125,0.005875386,0.512603593,0.061582865
1213.15,0.005875255,0.512592125,0.061581487
1213.175,0.005875123,0.512580657,0.061580109
1213.2,0.005874992,0.512569189,0.061578732
1213.225,0.005874861,0.512557722,0.061577354
1213.25,0.005874729,0.512546255,0.061575977
1213.275,0.005874598,0.512534788,0.061574599
1213.3,0.005874466,0.512523322,0.061573221
1213.325,0.005874335,0.512511856,0.061571844
1213.35,0.005874203,0.51250039,0.061570466
1213.375,0.005874072,0.512488924,0.061569089
1213.4,0.005873941,0.512477458,0.061567712
1213.425,0.005873809,0.512465993,0.061566334
1213.45,0.005873678,0.512454528,0.061564957
1213.475,0.005873546,0.512443064,0.061563579
1213.5,0.005873415,0.512431599,0.061562202
1213.525,0.005873284,0.512420135,0.061560825
1213.55,0.005873152,0.512408671,0.061559448
1213.575,0.005873021,0.512397207,0.06155807
1213.6,0.005872889,0.512385744,0.061556693
1213.625,0.005872758,0.512374281,0.061555316
1213.65,0.005872627,0.512362818,0.061553939
1213.675,0.005872495,0.512351355,0.061552562
1213.7,0.005872364,0.512339893,0.061551185
1213.725,0.005872232,0.512328431,0.061549808
1213.75,0.005872101,0.512316969,0.061548431
1213.775,0.00587197,0.512305507,0.061547054
1213.8,0.005871838,0.512294046,0.061545677
1213.825,0.005871707,0.512282585,0.0615443
1213.85,0.005871576,0.512271124,0.061542923
1213.875,0.005871444,0.512259663,0.061541546
1213.9,0.005871313,0.512248203,0.061540169
1213.925,0.005871182,0.512236743,0.061538793
1213.95,0.00587105,0.512225283,0.061537416
1213.975,0.005870919,0.512213824,0.061536039
1214,0.005870788,0.512202364,0.061534662
1214.025,0.005870656,0.512190905,0.061533286
1214.05,0.005870525,0.512179447,0.061531909
1214.075,0.005870393,0.512167988,0.061530533
1214.1,0.005870262,0.51215653,0.061529156
1214.125,0.005870131,0.512145072,0.061527779
1214.15,0.005869999,0.512133614,0.061526403
1214.175,0.005869868,0.512122156,0.061525026
1214.2,0.005869737,0.512110699,0.06152365
1214.225,0.005869606,0.512099242,0.061522274
1214.25,0.005869474,0.512087785,0.061520897
1214.275,0.005869343,0.512076329,0.061519521
1214.3,0.005869212,0.512064873,0.061518145
1214.325,0.00586908,0.512053417,0.061516768
1214.35,0.005868949,0.512041961,0.061515392
1214.375,0.005868818,0.512030506,0.061514016
1214.4,0.005868686,0.51201905,0.06151264
1214.425,0.005868555,0.512007595,0.061511263
1214.45,0.005868424,0.511996141,0.061509887
1214.475,0.005868293,0.511984686,0.061508511
1214.5,0.005868161,0.511973232,0.061507135
1214.525,0.00586803,0.511961778,0.061505759
1214.55,0.005867899,0.511950325,0.061504383
1214.575,0.005867767,0.511938871,0.061503007
1214.6,0.005867636,0.511927418,0.061501631
1214.625,0.005867505,0.511915965,0.061500255
1214.65,0.005867374,0.511904512,0.061498879
1214.675,0.005867242,0.51189306,0.061497503
1214.7,0.005867111,0.511881608,0.061496128
1214.725,0.00586698,0.511870156,0.061494752
1214.75,0.005866849,0.511858704,0.061493376
1214.775,0.005866717,0.511847253,0.061492
1214.8,0.005866586,0.511835802,0.061490625
1214.825,0.005866455,0.511824351,0.061489249
1214.85,0.005866324,0.511812901,0.061487873
1214.875,0.005866192,0.51180145,0.061486498
1214.9,0.005866061,0.51179,0.061485122
1214.925,0.00586593,0.51177855,0.061483746
1214.95,0.005865799,0.511767101,0.061482371
1214.975,0.005865667,0.511755651,0.061480995
1215,0.005865536,0.511744202,0.06147962
1215.025,0.005865405,0.511732754,0.061478245
1215.05,0.005865274,0.511721305,0.061476869
1215.075,0.005865142,0.511709857,0.061475494
1215.1,0.005865011,0.511698409,0.061474118
1215.125,0.00586488,0.511686961,0.061472743
1215.15,0.005864749,0.511675513,0.061471368
1215.175,0.005864618,0.511664066,0.061469993
1215.2,0.005864486,0.511652619,0.061468617
1215.225,0.005864355,0.511641172,0.061467242
1215.25,0.005864224,0.511629726,0.061465867
1215.275,0.005864093,0.51161828,0.061464492
1215.3,0.005863962,0.511606834,0.061463117
1215.325,0.00586383,0.511595388,0.061461742
1215.35,0.005863699,0.511583943,0.061460367
1215.375,0.005863568,0.511572497,0.061458992
1215.4,0.005863437,0.511561052,0.061457617
1215.425,0.005863306,0.511549608,0.061456242
1215.45,0.005863175,0.511538163,0.061454867
1215.475,0.005863043,0.511526719,0.061453492
1215.5,0.005862912,0.511515275,0.061452117
1215.525,0.005862781,0.511503831,0.061450742
1215.55,0.00586265,0.511492388,0.061449368
1215.575,0.005862519,0.511480945,0.061447993
1215.6,0.005862388,0.511469502,0.061446618
1215.625,0.005862256,0.511458059,0.061445244
1215.65,0.005862125,0.511446617,0.061443869
1215.675,0.005861994,0.511435175,0.061442494
1215.7,0.005861863,0.511423733,0.06144112
1215.725,0.005861732,0.511412291,0.061439745
1215.75,0.005861601,0.51140085,0.061438371
1215.775,0.00586147,0.511389409,0.061436996
1215.8,0.005861338,0.511377968,0.061435622
1215.825,0.005861207,0.511366527,0.061434247
1215.85,0.005861076,0.511355087,0.061432873
1215.875,0.005860945,0.511343647,0.061431498
1215.9,0.005860814,0.511332207,0.061430124
1215.925,0.005860683,0.511320767,0.06142875
1215.95,0.005860552,0.511309328,0.061427375
1215.975,0.005860421,0.511297889,0.061426001
1216,0.005860289,0.51128645,0.061424627
1216.025,0.005860158,0.511275012,0.061423253
1216.05,0.005860027,0.511263573,0.061421878
1216.075,0.005859896,0.511252135,0.061420504
1216.1,0.005859765,0.511240697,0.06141913
1216.125,0.005859634,0.51122926,0.061417756
1216.15,0.005859503,0.511217823,0.061416382
1216.175,0.005859372,0.511206386,0.061415008
1216.2,0.005859241,0.511194949,0.061413634
1216.225,0.00585911,0.511183512,0.06141226
1216.25,0.005858978,0.511172076,0.061410886
1216.275,0.005858847,0.51116064,0.061409512
1216.3,0.005858716,0.511149204,0.061408139
1216.325,0.005858585,0.511137769,0.061406765
1216.35,0.005858454,0.511126334,0.061405391
1216.375,0.005858323,0.511114899,0.061404017
1216.4,0.005858192,0.511103464,0.061402643
1216.425,0.005858061,0.51109203,0.06140127
1216.45,0.00585793,0.511080595,0.061399896
1216.475,0.005857799,0.511069161,0.061398522
1216.5,0.005857668,0.511057728,0.061397149
1216.525,0.005857537,0.511046294,0.061395775
1216.55,0.005857406,0.511034861,0.061394402
1216.575,0.005857275,0.511023428,0.061393028
1216.6,0.005857144,0.511011995,0.061391655
1216.625,0.005857013,0.511000563,0.061390281
1216.65,0.005856882,0.510989131,0.061388908
1216.675,0.005856751,0.510977699,0.061387534
1216.7,0.00585662,0.510966267,0.061386161
1216.725,0.005856489,0.510954836,0.061384788
1216.75,0.005856357,0.510943405,0.061383414
1216.775,0.005856226,0.510931974,0.061382041
1216.8,0.005856095,0.510920543,0.061380668
1216.825,0.005855964,0.510909113,0.061379295
1216.85,0.005855833,0.510897683,0.061377921
1216.875,0.005855702,0.510886253,0.061376548
1216.9,0.005855571,0.510874823,0.061375175
1216.925,0.00585544,0.510863394,0.061373802
1216.95,0.005855309,0.510851965,0.061372429
1216.975,0.005855178,0.510840536,0.061371056
1217,0.005855047,0.510829107,0.061369683
1217.025,0.005854916,0.510817679,0.06136831
1217.05,0.005854785,0.510806251,0.061366937
1217.075,0.005854654,0.510794823,0.061365564
1217.1,0.005854523,0.510783396,0.061364191
1217.125,0.005854393,0.510771968,0.061362818
1217.15,0.005854262,0.510760541,0.061361446
1217.175,0.005854131,0.510749115,0.061360073
1217.2,0.005854,0.510737688,0.0613587
1217.225,0.005853869,0.510726262,0.061357327
1217.25,0.005853738,0.510714836,0.061355955
1217.275,0.005853607,0.51070341,0.061354582
1217.3,0.005853476,0.510691984,0.061353209
1217.325,0.005853345,0.510680559,0.061351837
1217.35,0.005853214,0.510669134,0.061350464
1217.375,0.005853083,0.510657709,0.061349092
1217.4,0.005852952,0.510646285,0.061347719
1217.425,0.005852821,0.510634861,0.061346347
1217.45,0.00585269,0.510623437,0.061344974
1217.475,0.005852559,0.510612013,0.061343602
1217.5,0.005852428,0.51060059,0.061342229
1217.525,0.005852297,0.510589166,0.061340857
1217.55,0.005852166,0.510577743,0.061339485
1217.575,0.005852035,0.510566321,0.061338112
1217.6,0.005851904,0.510554898,0.06133674
1217.625,0.005851774,0.510543476,0.061335368
1217.65,0.005851643,0.510532054,0.061333996
1217.675,0.005851512,0.510520632,0.061332623
1217.7,0.005851381,0.510509211,0.061331251
1217.725,0.00585125,0.51049779,0.061329879
1217.75,0.005851119,0.510486369,0.061328507
1217.775,0.005850988,0.510474948,0.061327135
1217.8,0.005850857,0.510463528,0.061325763
1217.825,0.005850726,0.510452108,0.061324391
1217.85,0.005850595,0.510440688,0.061323019
1217.875,0.005850465,0.510429268,0.061321647
1217.9,0.005850334,0.510417849,0.061320275
1217.925,0.005850203,0.51040643,0.061318903
1217.95,0.005850072,0.510395011,0.061317532
1217.975,0.005849941,0.510383592,0.06131616
1218,0.00584981,0.510372174,0.061314788
1218.025,0.005849679,0.510360756,0.061313416
1218.05,0.005849548,0.510349338,0.061312045
1218.075,0.005849418,0.51033792,0.061310673
1218.1,0.005849287,0.510326503,0.061309301
1218.125,0.005849156,0.510315086,0.06130793
1218.15,0.005849025,0.510303669,0.061306558
1218.175,0.005848894,0.510292252,0.061305187
1218.2,0.005848763,0.510280836,0.061303815
1218.225,0.005848632,0.51026942,0.061302444
1218.25,0.005848502,0.510258004,0.061301072
1218.275,0.005848371,0.510246589,0.061299701
1218.3,0.00584824,0.510235173,0.061298329
1218.325,0.005848109,0.510223758,0.061296958
1218.35,0.005847978,0.510212344,0.061295586
1218.375,0.005847847,0.510200929,0.061294215
1218.4,0.005847717,0.510189515,0.061292844
1218.425,0.005847586,0.510178101,0.061291473
1218.45,0.005847455,0.510166687,0.061290101
1218.475,0.005847324,0.510155274,0.06128873
1218.5,0.005847193,0.51014386,0.061287359
1218.525,0.005847062,0.510132447,0.061285988
1218.55,0.005846932,0.510121035,0.061284617
1218.575,0.005846801,0.510109622,0.061283246
1218.6,0.00584667,0.51009821,0.061281875
1218.625,0.005846539,0.510086798,0.061280504
1218.65,0.005846408,0.510075386,0.061279133
1218.675,0.005846278,0.510063975,0.061277762
1218.7,0.005846147,0.510052563,0.061276391
1218.725,0.005846016,0.510041153,0.06127502
1218.75,0.005845885,0.510029742,0.061273649
1218.775,0.005845754,0.510018331,0.061272278
1218.8,0.005845624,0.510006921,0.061270908
1218.825,0.005845493,0.509995511,0.061269537
1218.85,0.005845362,0.509984102,0.061268166
1218.875,0.005845231,0.509972692,0.061266795
1218.9,0.005845101,0.509961283,0.061265425
1218.925,0.00584497,0.509949874,0.061264054
1218.95,0.005844839,0.509938465,0.061262683
1218.975,0.005844708,0.509927057,0.061261313
1219,0.005844578,0.509915649,0.061259942
1219.025,0.005844447,0.509904241,0.061258572
1219.05,0.005844316,0.509892833,0.061257201
1219.075,0.005844185,0.509881426,0.061255831
1219.1,0.005844055,0.509870019,0.06125446
1219.125,0.005843924,0.509858612,0.06125309
1219.15,0.005843793,0.509847205,0.06125172
1219.175,0.005843662,0.509835799,0.061250349
1219.2,0.005843532,0.509824393,0.061248979
1219.225,0.005843401,0.509812987,0.061247609
1219.25,0.00584327,0.509801581,0.061246239
1219.275,0.005843139,0.509790176,0.061244868
1219.3,0.005843009,0.509778771,0.061243498
