time,Ca,Cu,CL_BoNet
474.775,0.012296688,1.072797726,0.069208285
474.8,0.01229697,1.07282227,0.069211233
474.825,0.012297251,1.072846813,0.069214182
474.85,0.012297532,1.072871356,0.06921713
474.875,0.012297813,1.072895898,0.069220079
474.9,0.012298095,1.072920439,0.069223027
474.925,0.012298376,1.072944981,0.069225975
474.95,0.012298657,1.072969521,0.069228924
474.975,0.012298939,1.072994061,0.069231872
475,0.01229922,1.073018601,0.06923482
475.025,0.012299501,1.073043139,0.069237768
475.05,0.012299782,1.073067678,0.069240716
475.075,0.012300064,1.073092216,0.069243664
475.1,0.012300345,1.073116753,0.069246612
475.125,0.012300626,1.07314129,0.069249559
475.15,0.012300907,1.073165826,0.069252507
475.175,0.012301189,1.073190361,0.069255455
475.2,0.01230147,1.073214896,0.069258402
475.225,0.012301751,1.073239431,0.06926135
475.25,0.012302032,1.073263965,0.069264297
475.275,0.012302313,1.073288498,0.069267245
475.3,0.012302595,1.073313031,0.069270192
475.325,0.012302876,1.073337563,0.069273139
475.35,0.012303157,1.073362095,0.069276086
475.375,0.012303438,1.073386626,0.069279034
475.4,0.012303719,1.073411157,0.069281981
475.425,0.012304,1.073435687,0.069284928
475.45,0.012304282,1.073460217,0.069287875
475.475,0.012304563,1.073484746,0.069290821
475.5,0.012304844,1.073509274,0.069293768
475.525,0.012305125,1.073533802,0.069296715
475.55,0.012305406,1.07355833,0.069299662
475.575,0.012305687,1.073582856,0.069302608
475.6,0.012305968,1.073607383,0.069305555
475.625,0.01230625,1.073631908,0.069308501
475.65,0.012306531,1.073656434,0.069311447
475.675,0.012306812,1.073680958,0.069314394
475.7,0.012307093,1.073705482,0.06931734
475.725,0.012307374,1.073730006,0.069320286
475.75,0.012307655,1.073754529,0.069323232
475.775,0.012307936,1.073779051,0.069326178
475.8,0.012308217,1.073803573,0.069329124
475.825,0.012308498,1.073828094,0.06933207
475.85,0.012308779,1.073852615,0.069335016
475.875,0.01230906,1.073877135,0.069337962
475.9,0.012309341,1.073901655,0.069340908
475.925,0.012309622,1.073926174,0.069343853
475.95,0.012309903,1.073950693,0.069346799
475.975,0.012310184,1.073975211,0.069349745
476,0.012310465,1.073999728,0.06935269
476.025,0.012310746,1.074024245,0.069355635
476.05,0.012311027,1.074048762,0.069358581
476.075,0.012311308,1.074073278,0.069361526
476.1,0.012311589,1.074097793,0.069364471
476.125,0.01231187,1.074122308,0.069367416
476.15,0.012312151,1.074146822,0.069370361
476.175,0.012312432,1.074171336,0.069373306
476.2,0.012312713,1.074195849,0.069376251
476.225,0.012312994,1.074220361,0.069379196
476.25,0.012313275,1.074244873,0.069382141
476.275,0.012313556,1.074269385,0.069385086
476.3,0.012313837,1.074293896,0.069388031
476.325,0.012314118,1.074318406,0.069390975
476.35,0.012314399,1.074342916,0.06939392
476.375,0.01231468,1.074367425,0.069396864
476.4,0.012314961,1.074391934,0.069399809
476.425,0.012315242,1.074416442,0.069402753
476.45,0.012315523,1.07444095,0.069405697
476.475,0.012315804,1.074465457,0.069408641
476.5,0.012316084,1.074489963,0.069411586
476.525,0.012316365,1.074514469,0.06941453
476.55,0.012316646,1.074538975,0.069417474
476.575,0.012316927,1.07456348,0.069420418
476.6,0.012317208,1.074587984,0.069423362
476.625,0.012317489,1.074612488,0.069426305
476.65,0.01231777,1.074636991,0.069429249
476.675,0.01231805,1.074661494,0.069432193
476.7,0.012318331,1.074685996,0.069435136
476.725,0.012318612,1.074710497,0.06943808
476.75,0.012318893,1.074734998,0.069441023
476.775,0.012319174,1.074759499,0.069443967
476.8,0.012319455,1.074783999,0.06944691
476.825,0.012319735,1.074808498,0.069449854
476.85,0.012320016,1.074832997,0.069452797
476.875,0.012320297,1.074857495,0.06945574
476.9,0.012320578,1.074881993,0.069458683
476.925,0.012320859,1.07490649,0.069461626
476.95,0.012321139,1.074930987,0.069464569
476.975,0.01232142,1.074955483,0.069467512
477,0.012321701,1.074979979,0.069470455
477.025,0.012321982,1.075004474,0.069473398
477.05,0.012322262,1.075028968,0.06947634
477.075,0.012322543,1.075053462,0.069479283
477.1,0.012322824,1.075077956,0.069482225
477.125,0.012323105,1.075102448,0.069485168
477.15,0.012323385,1.075126941,0.06948811
477.175,0.012323666,1.075151432,0.069491053
477.2,0.012323947,1.075175924,0.069493995
477.225,0.012324227,1.075200414,0.069496937
477.25,0.012324508,1.075224904,0.069499879
477.275,0.012324789,1.075249394,0.069502822
477.3,0.01232507,1.075273883,0.069505764
477.325,0.01232535,1.075298371,0.069508706
477.35,0.012325631,1.075322859,0.069511648
477.375,0.012325912,1.075347346,0.069514589
477.4,0.012326192,1.075371833,0.069517531
477.425,0.012326473,1.07539632,0.069520473
477.45,0.012326754,1.075420805,0.069523415
477.475,0.012327034,1.07544529,0.069526356
477.5,0.012327315,1.075469775,0.069529298
477.525,0.012327595,1.075494259,0.069532239
477.55,0.012327876,1.075518743,0.06953518
477.575,0.012328157,1.075543226,0.069538122
477.6,0.012328437,1.075567708,0.069541063
477.625,0.012328718,1.07559219,0.069544004
477.65,0.012328999,1.075616671,0.069546945
477.675,0.012329279,1.075641152,0.069549886
477.7,0.01232956,1.075665632,0.069552827
477.725,0.01232984,1.075690112,0.069555768
477.75,0.012330121,1.075714591,0.069558709
477.775,0.012330401,1.07573907,0.06956165
477.8,0.012330682,1.075763548,0.069564591
477.825,0.012330963,1.075788025,0.069567531
477.85,0.012331243,1.075812502,0.069570472
477.875,0.012331524,1.075836978,0.069573412
477.9,0.012331804,1.075861454,0.069576353
477.925,0.012332085,1.07588593,0.069579293
477.95,0.012332365,1.075910404,0.069582234
477.975,0.012332646,1.075934879,0.069585174
478,0.012332926,1.075959352,0.069588114
478.025,0.012333207,1.075983825,0.069591054
478.05,0.012333487,1.076008298,0.069593994
478.075,0.012333768,1.07603277,0.069596934
478.1,0.012334048,1.076057241,0.069599874
478.125,0.012334329,1.076081712,0.069602814
478.15,0.012334609,1.076106183,0.069605754
478.175,0.01233489,1.076130652,0.069608694
478.2,0.01233517,1.076155122,0.069611633
478.225,0.012335451,1.07617959,0.069614573
478.25,0.012335731,1.076204059,0.069617513
478.275,0.012336012,1.076228526,0.069620452
478.3,0.012336292,1.076252993,0.069623391
478.325,0.012336572,1.07627746,0.069626331
478.35,0.012336853,1.076301926,0.06962927
478.375,0.012337133,1.076326391,0.069632209
478.4,0.012337414,1.076350856,0.069635148
478.425,0.012337694,1.076375321,0.069638088
478.45,0.012337974,1.076399784,0.069641027
478.475,0.012338255,1.076424248,0.069643965
478.5,0.012338535,1.07644871,0.069646904
478.525,0.012338816,1.076473173,0.069649843
478.55,0.012339096,1.076497634,0.069652782
478.575,0.012339376,1.076522095,0.069655721
478.6,0.012339657,1.076546556,0.069658659
478.625,0.012339937,1.076571016,0.069661598
478.65,0.012340217,1.076595475,0.069664536
478.675,0.012340498,1.076619934,0.069667475
478.7,0.012340778,1.076644392,0.069670413
478.725,0.012341058,1.07666885,0.069673351
478.75,0.012341339,1.076693307,0.06967629
478.775,0.012341619,1.076717764,0.069679228
478.8,0.012341899,1.07674222,0.069682166
478.825,0.01234218,1.076766676,0.069685104
478.85,0.01234246,1.076791131,0.069688042
478.875,0.01234274,1.076815585,0.06969098
478.9,0.012343021,1.076840039,0.069693918
478.925,0.012343301,1.076864493,0.069696855
478.95,0.012343581,1.076888946,0.069699793
478.975,0.012343861,1.076913398,0.069702731
479,0.012344142,1.07693785,0.069705668
479.025,0.012344422,1.076962301,0.069708606
479.05,0.012344702,1.076986751,0.069711543
479.075,0.012344982,1.077011202,0.069714481
479.1,0.012345263,1.077035651,0.069717418
479.125,0.012345543,1.0770601,0.069720355
479.15,0.012345823,1.077084549,0.069723292
479.175,0.012346103,1.077108997,0.069726229
479.2,0.012346384,1.077133444,0.069729166
479.225,0.012346664,1.077157891,0.069732103
479.25,0.012346944,1.077182337,0.06973504
479.275,0.012347224,1.077206783,0.069737977
479.3,0.012347504,1.077231228,0.069740914
479.325,0.012347785,1.077255673,0.069743851
479.35,0.012348065,1.077280117,0.069746787
479.375,0.012348345,1.07730456,0.069749724
479.4,0.012348625,1.077329003,0.069752661
479.425,0.012348905,1.077353446,0.069755597
479.45,0.012349185,1.077377888,0.069758533
479.475,0.012349466,1.077402329,0.06976147
479.5,0.012349746,1.07742677,0.069764406
479.525,0.012350026,1.07745121,0.069767342
479.55,0.012350306,1.07747565,0.069770278
479.575,0.012350586,1.077500089,0.069773214
479.6,0.012350866,1.077524528,0.06977615
479.625,0.012351146,1.077548966,0.069779086
479.65,0.012351426,1.077573404,0.069782022
479.675,0.012351706,1.077597841,0.069784958
479.7,0.012351987,1.077622277,0.069787894
479.725,0.012352267,1.077646713,0.069790829
479.75,0.012352547,1.077671148,0.069793765
479.775,0.012352827,1.077695583,0.0697967
479.8,0.012353107,1.077720017,0.069799636
479.825,0.012353387,1.077744451,0.069802571
479.85,0.012353667,1.077768884,0.069805507
479.875,0.012353947,1.077793317,0.069808442
479.9,0.012354227,1.077817749,0.069811377
479.925,0.012354507,1.07784218,0.069814312
479.95,0.012354787,1.077866611,0.069817247
479.975,0.012355067,1.077891042,0.069820182
480,0.012355347,1.077915472,0.069823117
480.025,0.012355627,1.077939901,0.069826052
480.05,0.012355907,1.07796433,0.069828987
480.075,0.012356187,1.077988758,0.069831922
480.1,0.012356467,1.078013186,0.069834856
480.125,0.012356747,1.078037613,0.069837791
480.15,0.012357027,1.07806204,0.069840726
480.175,0.012357307,1.078086466,0.06984366
480.2,0.012357587,1.078110891,0.069846594
480.225,0.012357867,1.078135316,0.069849529
480.25,0.012358147,1.078159741,0.069852463
480.275,0.012358427,1.078184165,0.069855397
480.3,0.012358707,1.078208588,0.069858331
480.325,0.012358987,1.078233011,0.069861266
480.35,0.012359267,1.078257433,0.0698642
480.375,0.012359547,1.078281855,0.069867134
480.4,0.012359826,1.078306276,0.069870067
480.425,0.012360106,1.078330696,0.069873001
480.45,0.012360386,1.078355116,0.069875935
480.475,0.012360666,1.078379536,0.069878869
480.5,0.012360946,1.078403955,0.069881802
480.525,0.012361226,1.078428373,0.069884736
480.55,0.012361506,1.078452791,0.069887669
480.575,0.012361786,1.078477208,0.069890603
480.6,0.012362065,1.078501625,0.069893536
480.625,0.012362345,1.078526041,0.06989647
480.65,0.012362625,1.078550457,0.069899403
480.675,0.012362905,1.078574872,0.069902336
480.7,0.012363185,1.078599287,0.069905269
480.725,0.012363465,1.078623701,0.069908202
480.75,0.012363745,1.078648114,0.069911135
480.775,0.012364024,1.078672527,0.069914068
480.8,0.012364304,1.07869694,0.069917001
480.825,0.012364584,1.078721352,0.069919934
480.85,0.012364864,1.078745763,0.069922866
480.875,0.012365144,1.078770174,0.069925799
480.9,0.012365423,1.078794584,0.069928732
480.925,0.012365703,1.078818994,0.069931664
480.95,0.012365983,1.078843403,0.069934597
480.975,0.012366263,1.078867811,0.069937529
481,0.012366542,1.078892219,0.069940461
481.025,0.012366822,1.078916627,0.069943393
481.05,0.012367102,1.078941034,0.069946326
481.075,0.012367382,1.07896544,0.069949258
481.1,0.012367661,1.078989846,0.06995219
481.125,0.012367941,1.079014251,0.069955122
481.15,0.012368221,1.079038656,0.069958054
481.175,0.012368501,1.07906306,0.069960986
481.2,0.01236878,1.079087464,0.069963917
481.225,0.01236906,1.079111867,0.069966849
481.25,0.01236934,1.07913627,0.069969781
481.275,0.012369619,1.079160672,0.069972712
481.3,0.012369899,1.079185073,0.069975644
481.325,0.012370179,1.079209474,0.069978575
481.35,0.012370458,1.079233875,0.069981507
481.375,0.012370738,1.079258275,0.069984438
481.4,0.012371018,1.079282674,0.069987369
481.425,0.012371297,1.079307073,0.069990301
481.45,0.012371577,1.079331471,0.069993232
481.475,0.012371857,1.079355868,0.069996163
481.5,0.012372136,1.079380266,0.069999094
481.525,0.012372416,1.079404662,0.070002025
481.55,0.012372696,1.079429058,0.070004956
481.575,0.012372975,1.079453454,0.070007886
481.6,0.012373255,1.079477849,0.070010817
481.625,0.012373534,1.079502243,0.070013748
481.65,0.012373814,1.079526637,0.070016678
481.675,0.012374094,1.07955103,0.070019609
481.7,0.012374373,1.079575423,0.07002254
481.725,0.012374653,1.079599815,0.07002547
481.75,0.012374932,1.079624207,0.0700284
481.775,0.012375212,1.079648598,0.070031331
481.8,0.012375491,1.079672988,0.070034261
481.825,0.012375771,1.079697379,0.070037191
481.85,0.012376051,1.079721768,0.070040121
481.875,0.01237633,1.079746157,0.070043051
481.9,0.01237661,1.079770545,0.070045981
481.925,0.012376889,1.079794933,0.070048911
481.95,0.012377169,1.07981932,0.070051841
481.975,0.012377448,1.079843707,0.07005477
482,0.012377728,1.079868093,0.0700577
482.025,0.012378007,1.079892479,0.07006063
482.05,0.012378287,1.079916864,0.070063559
482.075,0.012378566,1.079941249,0.070066489
482.1,0.012378846,1.079965633,0.070069418
482.125,0.012379125,1.079990016,0.070072348
482.15,0.012379405,1.080014399,0.070075277
482.175,0.012379684,1.080038782,0.070078206
482.2,0.012379964,1.080063163,0.070081135
482.225,0.012380243,1.080087545,0.070084064
482.25,0.012380523,1.080111926,0.070086994
482.275,0.012380802,1.080136306,0.070089923
482.3,0.012381081,1.080160685,0.070092851
482.325,0.012381361,1.080185064,0.07009578
482.35,0.01238164,1.080209443,0.070098709
482.375,0.01238192,1.080233821,0.070101638
482.4,0.012382199,1.080258199,0.070104566
482.425,0.012382478,1.080282576,0.070107495
482.45,0.012382758,1.080306952,0.070110423
482.475,0.012383037,1.080331328,0.070113352
482.5,0.012383317,1.080355703,0.07011628
482.525,0.012383596,1.080380078,0.070119209
482.55,0.012383875,1.080404452,0.070122137
482.575,0.012384155,1.080428826,0.070125065
482.6,0.012384434,1.080453199,0.070127993
482.625,0.012384713,1.080477571,0.070130921
482.65,0.012384993,1.080501943,0.070133849
482.675,0.012385272,1.080526315,0.070136777
482.7,0.012385552,1.080550686,0.070139705
482.725,0.012385831,1.080575056,0.070142633
482.75,0.01238611,1.080599426,0.070145561
482.775,0.012386389,1.080623795,0.070148488
482.8,0.012386669,1.080648164,0.070151416
482.825,0.012386948,1.080672532,0.070154343
482.85,0.012387227,1.0806969,0.070157271
482.875,0.012387507,1.080721267,0.070160198
482.9,0.012387786,1.080745634,0.070163126
482.925,0.012388065,1.08077,0.070166053
482.95,0.012388345,1.080794365,0.07016898
482.975,0.012388624,1.08081873,0.070171907
483,0.012388903,1.080843095,0.070174834
483.025,0.012389182,1.080867458,0.070177761
483.05,0.012389462,1.080891822,0.070180688
483.075,0.012389741,1.080916184,0.070183615
483.1,0.01239002,1.080940547,0.070186542
483.125,0.012390299,1.080964908,0.070189469
483.15,0.012390578,1.080989269,0.070192395
483.175,0.012390858,1.08101363,0.070195322
483.2,0.012391137,1.08103799,0.070198249
483.225,0.012391416,1.08106235,0.070201175
483.25,0.012391695,1.081086708,0.070204101
483.275,0.012391975,1.081111067,0.070207028
483.3,0.012392254,1.081135425,0.070209954
483.325,0.012392533,1.081159782,0.07021288
483.35,0.012392812,1.081184139,0.070215806
483.375,0.012393091,1.081208495,0.070218733
483.4,0.01239337,1.081232851,0.070221659
483.425,0.01239365,1.081257206,0.070224585
483.45,0.012393929,1.08128156,0.07022751
483.475,0.012394208,1.081305914,0.070230436
483.5,0.012394487,1.081330268,0.070233362
483.525,0.012394766,1.081354621,0.070236288
483.55,0.012395045,1.081378973,0.070239213
483.575,0.012395324,1.081403325,0.070242139
483.6,0.012395603,1.081427676,0.070245064
483.625,0.012395883,1.081452027,0.07024799
483.65,0.012396162,1.081476377,0.070250915
483.675,0.012396441,1.081500727,0.070253841
483.7,0.01239672,1.081525076,0.070256766
483.725,0.012396999,1.081549425,0.070259691
483.75,0.012397278,1.081573773,0.070262616
483.775,0.012397557,1.08159812,0.070265541
483.8,0.012397836,1.081622467,0.070268466
483.825,0.012398115,1.081646814,0.070271391
483.85,0.012398394,1.08167116,0.070274316
483.875,0.012398673,1.081695505,0.070277241
483.9,0.012398952,1.08171985,0.070280165
483.925,0.012399231,1.081744194,0.07028309
483.95,0.01239951,1.081768538,0.070286015
483.975,0.012399789,1.081792881,0.070288939
484,0.012400068,1.081817223,0.070291864
484.025,0.012400347,1.081841566,0.070294788
484.05,0.012400626,1.081865907,0.070297712
484.075,0.012400905,1.081890248,0.070300637
484.1,0.012401184,1.081914588,0.070303561
484.125,0.012401463,1.081938928,0.070306485
484.15,0.012401742,1.081963268,0.070309409
484.175,0.012402021,1.081987606,0.070312333
484.2,0.0124023,1.082011945,0.070315257
484.225,0.012402579,1.082036282,0.070318181
484.25,0.012402858,1.08206062,0.070321105
484.275,0.012403137,1.082084956,0.070324028
484.3,0.012403416,1.082109292,0.070326952
484.325,0.012403695,1.082133628,0.070329876
484.35,0.012403974,1.082157963,0.070332799
484.375,0.012404253,1.082182297,0.070335723
484.4,0.012404532,1.082206631,0.070338646
484.425,0.012404811,1.082230964,0.070341569
484.45,0.01240509,1.082255297,0.070344493
484.475,0.012405368,1.082279629,0.070347416
484.5,0.012405647,1.082303961,0.070350339
484.525,0.012405926,1.082328292,0.070353262
484.55,0.012406205,1.082352623,0.070356185
484.575,0.012406484,1.082376953,0.070359108
484.6,0.012406763,1.082401283,0.070362031
484.625,0.012407042,1.082425612,0.070364954
484.65,0.01240732,1.08244994,0.070367877
484.675,0.012407599,1.082474268,0.070370799
484.7,0.012407878,1.082498595,0.070373722
484.725,0.012408157,1.082522922,0.070376644
484.75,0.012408436,1.082547248,0.070379567
484.775,0.012408715,1.082571574,0.070382489
484.8,0.012408993,1.082595899,0.070385412
484.825,0.012409272,1.082620224,0.070388334
484.85,0.012409551,1.082644548,0.070391256
484.875,0.01240983,1.082668871,0.070394178
484.9,0.012410109,1.082693194,0.0703971
484.925,0.012410387,1.082717517,0.070400023
484.95,0.012410666,1.082741839,0.070402944
484.975,0.012410945,1.08276616,0.070405866
485,0.012411224,1.082790481,0.070408788
485.025,0.012411502,1.082814801,0.07041171
485.05,0.012411781,1.082839121,0.070414632
485.075,0.01241206,1.08286344,0.070417553
485.1,0.012412339,1.082887759,0.070420475
485.125,0.012412617,1.082912077,0.070423396
485.15,0.012412896,1.082936395,0.070426318
485.175,0.012413175,1.082960712,0.070429239
485.2,0.012413454,1.082985028,0.070432161
485.225,0.012413732,1.083009344,0.070435082
485.25,0.012414011,1.083033659,0.070438003
485.275,0.01241429,1.083057974,0.070440924
485.3,0.012414568,1.083082289,0.070443845
485.325,0.012414847,1.083106602,0.070446766
485.35,0.012415126,1.083130915,0.070449687
485.375,0.012415404,1.083155228,0.070452608
485.4,0.012415683,1.08317954,0.070455529
485.425,0.012415962,1.083203852,0.07045845
485.45,0.01241624,1.083228163,0.07046137
485.475,0.012416519,1.083252473,0.070464291
485.5,0.012416798,1.083276783,0.070467211
485.525,0.012417076,1.083301093,0.070470132
485.55,0.012417355,1.083325402,0.070473052
485.575,0.012417634,1.08334971,0.070475973
485.6,0.012417912,1.083374018,0.070478893
485.625,0.012418191,1.083398325,0.070481813
485.65,0.012418469,1.083422632,0.070484733
485.675,0.012418748,1.083446938,0.070487653
485.7,0.012419027,1.083471243,0.070490573
485.725,0.012419305,1.083495548,0.070493493
485.75,0.012419584,1.083519853,0.070496413
485.775,0.012419862,1.083544157,0.070499333
485.8,0.012420141,1.08356846,0.070502253
485.825,0.012420419,1.083592763,0.070505172
485.85,0.012420698,1.083617065,0.070508092
485.875,0.012420976,1.083641367,0.070511012
485.9,0.012421255,1.083665669,0.070513931
485.925,0.012421534,1.083689969,0.07051685
485.95,0.012421812,1.083714269,0.07051977
485.975,0.012422091,1.083738569,0.070522689
486,0.012422369,1.083762868,0.070525608
486.025,0.012422648,1.083787167,0.070528527
486.05,0.012422926,1.083811465,0.070531447
486.075,0.012423205,1.083835762,0.070534366
486.1,0.012423483,1.083860059,0.070537285
486.125,0.012423762,1.083884355,0.070540203
486.15,0.01242404,1.083908651,0.070543122
486.175,0.012424318,1.083932946,0.070546041
486.2,0.012424597,1.083957241,0.07054896
486.225,0.012424875,1.083981535,0.070551878
486.25,0.012425154,1.084005829,0.070554797
486.275,0.012425432,1.084030122,0.070557715
486.3,0.012425711,1.084054415,0.070560634
486.325,0.012425989,1.084078707,0.070563552
486.35,0.012426268,1.084102998,0.070566471
486.375,0.012426546,1.084127289,0.070569389
486.4,0.012426824,1.084151579,0.070572307
486.425,0.012427103,1.084175869,0.070575225
486.45,0.012427381,1.084200158,0.070578143
486.475,0.01242766,1.084224447,0.070581061
486.5,0.012427938,1.084248735,0.070583979
486.525,0.012428216,1.084273023,0.070586897
486.55,0.012428495,1.08429731,0.070589815
486.575,0.012428773,1.084321597,0.070592732
486.6,0.012429051,1.084345883,0.07059565
486.625,0.01242933,1.084370168,0.070598568
486.65,0.012429608,1.084394453,0.070601485
486.675,0.012429887,1.084418738,0.070604403
486.7,0.012430165,1.084443021,0.07060732
486.725,0.012430443,1.084467305,0.070610237
486.75,0.012430722,1.084491587,0.070613155
486.775,0.012431,1.08451587,0.070616072
486.8,0.012431278,1.084540151,0.070618989
486.825,0.012431556,1.084564433,0.070621906
486.85,0.012431835,1.084588713,0.070624823
486.875,0.012432113,1.084612993,0.07062774
486.9,0.012432391,1.084637273,0.070630657
486.925,0.01243267,1.084661552,0.070633574
486.95,0.012432948,1.08468583,0.070636491
486.975,0.012433226,1.084710108,0.070639407
487,0.012433504,1.084734385,0.070642324
487.025,0.012433783,1.084758662,0.07064524
487.05,0.012434061,1.084782938,0.070648157
487.075,0.012434339,1.084807214,0.070651073
487.1,0.012434617,1.084831489,0.07065399
487.125,0.012434896,1.084855764,0.070656906
487.15,0.012435174,1.084880038,0.070659822
487.175,0.012435452,1.084904311,0.070662738
487.2,0.01243573,1.084928584,0.070665654
487.225,0.012436009,1.084952857,0.07066857
487.25,0.012436287,1.084977129,0.070671486
487.275,0.012436565,1.0850014,0.070674402
487.3,0.012436843,1.085025671,0.070677318
487.325,0.012437121,1.085049941,0.070680234
487.35,0.012437399,1.085074211,0.07068315
487.375,0.012437678,1.08509848,0.070686065
487.4,0.012437956,1.085122749,0.070688981
487.425,0.012438234,1.085147017,0.070691896
487.45,0.012438512,1.085171284,0.070694812
487.475,0.01243879,1.085195551,0.070697727
487.5,0.012439068,1.085219818,0.070700642
487.525,0.012439347,1.085244084,0.070703558
487.55,0.012439625,1.085268349,0.070706473
487.575,0.012439903,1.085292614,0.070709388
487.6,0.012440181,1.085316878,0.070712303
487.625,0.012440459,1.085341142,0.070715218
487.65,0.012440737,1.085365405,0.070718133
487.675,0.012441015,1.085389668,0.070721048
487.7,0.012441293,1.08541393,0.070723963
487.725,0.012441571,1.085438192,0.070726877
487.75,0.012441849,1.085462453,0.070729792
487.775,0.012442128,1.085486713,0.070732707
487.8,0.012442406,1.085510973,0.070735621
487.825,0.012442684,1.085535233,0.070738536
487.85,0.012442962,1.085559492,0.07074145
487.875,0.01244324,1.08558375,0.070744364
487.9,0.012443518,1.085608008,0.070747279
487.925,0.012443796,1.085632265,0.070750193
487.95,0.012444074,1.085656522,0.070753107
487.975,0.012444352,1.085680778,0.070756021
488,0.01244463,1.085705033,0.070758935
488.025,0.012444908,1.085729289,0.070761849
488.05,0.012445186,1.085753543,0.070764763
488.075,0.012445464,1.085777797,0.070767677
488.1,0.012445742,1.085802051,0.07077059
488.125,0.01244602,1.085826303,0.070773504
488.15,0.012446298,1.085850556,0.070776418
488.175,0.012446576,1.085874808,0.070779331
488.2,0.012446854,1.085899059,0.070782245
488.225,0.012447132,1.08592331,0.070785158
488.25,0.01244741,1.08594756,0.070788071
488.275,0.012447688,1.085971809,0.070790985
488.3,0.012447966,1.085996059,0.070793898
488.325,0.012448243,1.086020307,0.070796811
488.35,0.012448521,1.086044555,0.070799724
488.375,0.012448799,1.086068803,0.070802637
488.4,0.012449077,1.08609305,0.07080555
488.425,0.012449355,1.086117296,0.070808463
488.45,0.012449633,1.086141542,0.070811376
488.475,0.012449911,1.086165787,0.070814289
488.5,0.012450189,1.086190032,0.070817201
488.525,0.012450467,1.086214276,0.070820114
488.55,0.012450745,1.08623852,0.070823027
488.575,0.012451022,1.086262763,0.070825939
488.6,0.0124513,1.086287006,0.070828852
488.625,0.012451578,1.086311248,0.070831764
488.65,0.012451856,1.086335489,0.070834676
488.675,0.012452134,1.08635973,0.070837589
488.7,0.012452412,1.086383971,0.070840501
488.725,0.01245269,1.08640821,0.070843413
488.75,0.012452967,1.08643245,0.070846325
488.775,0.012453245,1.086456689,0.070849237
488.8,0.012453523,1.086480927,0.070852149
488.825,0.012453801,1.086505165,0.070855061
488.85,0.012454079,1.086529402,0.070857972
488.875,0.012454356,1.086553638,0.070860884
488.9,0.012454634,1.086577874,0.070863796
488.925,0.012454912,1.08660211,0.070866707
488.95,0.01245519,1.086626345,0.070869619
488.975,0.012455468,1.08665058,0.07087253
489,0.012455745,1.086674813,0.070875442
489.025,0.012456023,1.086699047,0.070878353
489.05,0.012456301,1.08672328,0.070881264
489.075,0.012456579,1.086747512,0.070884176
489.1,0.012456856,1.086771744,0.070887087
489.125,0.012457134,1.086795975,0.070889998
489.15,0.012457412,1.086820206,0.070892909
489.175,0.01245769,1.086844436,0.07089582
489.2,0.012457967,1.086868665,0.070898731
489.225,0.012458245,1.086892894,0.070901642
489.25,0.012458523,1.086917123,0.070904552
489.275,0.0124588,1.086941351,0.070907463
489.3,0.012459078,1.086965578,0.070910374
489.325,0.012459356,1.086989805,0.070913284
489.35,0.012459633,1.087014031,0.070916195
489.375,0.012459911,1.087038257,0.070919105
489.4,0.012460189,1.087062482,0.070922015
489.425,0.012460466,1.087086707,0.070924926
489.45,0.012460744,1.087110931,0.070927836
489.475,0.012461022,1.087135155,0.070930746
489.5,0.012461299,1.087159378,0.070933656
489.525,0.012461577,1.087183601,0.070936566
489.55,0.012461855,1.087207823,0.070939476
489.575,0.012462132,1.087232044,0.070942386
489.6,0.01246241,1.087256265,0.070945296
489.625,0.012462687,1.087280485,0.070948206
489.65,0.012462965,1.087304705,0.070951115
489.675,0.012463243,1.087328924,0.070954025
489.7,0.01246352,1.087353143,0.070956935
489.725,0.012463798,1.087377361,0.070959844
489.75,0.012464075,1.087401579,0.070962754
489.775,0.012464353,1.087425796,0.070965663
489.8,0.012464631,1.087450013,0.070968572
489.825,0.012464908,1.087474229,0.070971482
489.85,0.012465186,1.087498444,0.070974391
489.875,0.012465463,1.087522659,0.0709773
489.9,0.012465741,1.087546874,0.070980209
489.925,0.012466018,1.087571088,0.070983118
489.95,0.012466296,1.087595301,0.070986027
489.975,0.012466573,1.087619514,0.070988936
490,0.012466851,1.087643726,0.070991844
490.025,0.012467128,1.087667938,0.070994753
490.05,0.012467406,1.087692149,0.070997662
490.075,0.012467683,1.087716359,0.07100057
490.1,0.012467961,1.08774057,0.071003479
490.125,0.012468238,1.087764779,0.071006387
490.15,0.012468516,1.087788988,0.071009296
490.175,0.012468793,1.087813196,0.071012204
490.2,0.012469071,1.087837404,0.071015113
490.225,0.012469348,1.087861612,0.071018021
490.25,0.012469626,1.087885819,0.071020929
490.275,0.012469903,1.087910025,0.071023837
490.3,0.012470181,1.087934231,0.071026745
490.325,0.012470458,1.087958436,0.071029653
490.35,0.012470735,1.087982641,0.071032561
490.375,0.012471013,1.088006845,0.071035469
490.4,0.01247129,1.088031048,0.071038376
490.425,0.012471568,1.088055251,0.071041284
490.45,0.012471845,1.088079454,0.071044192
490.475,0.012472123,1.088103656,0.071047099
490.5,0.0124724,1.088127857,0.071050007
490.525,0.012472677,1.088152058,0.071052914
490.55,0.012472955,1.088176258,0.071055822
490.575,0.012473232,1.088200458,0.071058729
490.6,0.012473509,1.088224657,0.071061636
490.625,0.012473787,1.088248856,0.071064543
490.65,0.012474064,1.088273054,0.07106745
490.675,0.012474342,1.088297252,0.071070357
